Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
China,19.1959,109.7453,3/3/2020,168,5,155
China,26.8154,106.8748,3/3/2020,146,2,114
China,39.3054,117.323,3/3/2020,136,3,124
China,37.5777,112.2922,3/3/2020,133,0,124
China,37.8099,101.0583,3/3/2020,91,2,86
China,22.3,114.2,3/3/2020,100,2,37
China,41.2956,122.6085,3/3/2020,125,1,106
China,43.6661,126.1923,3/3/2020,93,1,83
Czechia,49.8175,15.472999999999999,3/3/2020,5,0,0
China,41.1129,85.2401,3/3/2020,76,3,68
China,44.0935,113.9448,3/3/2020,75,1,59
China,37.2692,106.1655,3/3/2020,74,0,69
Taiwan*,23.7,121.0,3/3/2020,42,1,12
Vietnam,16.0,108.0,3/3/2020,16,0,16
Russia,60.0,90.0,3/3/2020,3,0,2
China,35.7452,95.9956,3/3/2020,18,0,18
China,22.1667,113.55,3/3/2020,10,0,9
Moldova,47.4116,28.3699,3/3/2020,0,0,0
Bolivia,-16.2902,-63.5887,3/3/2020,0,0,0
Denmark,61.8926,-6.9118,3/3/2020,0,0,0
France,18.0708,-63.0501,3/3/2020,0,0,0
Honduras,15.2,-86.2419,3/3/2020,0,0,0
United Kingdom,49.3723,-2.3644,3/3/2020,0,0,0
Canada,46.5653,-66.4619,3/3/2020,0,0,0
China,31.6927,88.0924,3/3/2020,1,0,1
Congo (Kinshasa),-4.0383,21.7587,3/3/2020,0,0,0
Cote d'Ivoire,7.54,-5.5471,3/3/2020,0,0,0
France,17.9,-62.8333,3/3/2020,0,0,0
Jamaica,18.1096,-77.2975,3/3/2020,0,0,0
Reunion,-21.1151,55.5364,3/3/2020,0,0,0
Turkey,38.9637,35.2433,3/3/2020,0,0,0
United Kingdom,36.1408,-5.3536,3/3/2020,0,0,0
Cuba,22.0,-80.0,3/3/2020,0,0,0
Guyana,5.0,-58.75,3/3/2020,0,0,0
Australia,-35.4735,149.0124,3/3/2020,0,0,0
United Kingdom,55.3781,-3.4360000000000004,3/3/2020,51,0,8
Kazakhstan,48.0196,66.9237,3/3/2020,0,0,0
France,-17.6797,149.4068,3/3/2020,0,0,0
Cayman Islands,19.3133,-81.2546,3/3/2020,0,0,0
Guadeloupe,16.265,-61.551,3/3/2020,0,0,0
Canada,53.7609,-98.8139,3/3/2020,0,0,0
Canada,52.9399,-106.4509,3/3/2020,0,0,0
Ethiopia,9.145,40.4897,3/3/2020,0,0,0
Sudan,12.8628,30.2176,3/3/2020,0,0,0
Guinea,9.9456,-9.6966,3/3/2020,0,0,0
Aruba,12.5211,-69.9683,3/3/2020,0,0,0
Canada,37.6489,-122.6655,3/3/2020,0,0,0
Kenya,-0.0236,37.9062,3/3/2020,0,0,0
Antigua and Barbuda,17.0608,-61.7964,3/3/2020,0,0,0
United States,32.3182,-86.9023,3/3/2020,0,0,0
Thailand,15.0,101.0,3/4/2020,43,1,31
Japan,36.0,138.0,3/4/2020,331,6,43
Singapore,1.2833,103.8333,3/4/2020,110,0,78
Nepal,28.1667,84.25,3/4/2020,1,0,1
Malaysia,2.5,112.5,3/4/2020,50,0,22
Canada,49.2827,-123.1207,3/4/2020,12,0,3
Australia,-33.8688,151.2093,3/4/2020,22,1,4
Australia,-37.8136,144.9631,3/4/2020,10,0,4
Australia,-28.0167,153.4,3/4/2020,11,0,1
Cambodia,11.55,104.9167,3/4/2020,1,0,1
Sri Lanka,7.0,81.0,3/4/2020,1,0,1
Germany,51.0,9.0,3/4/2020,262,0,16
Finland,64.0,26.0,3/4/2020,6,0,1
United Arab Emirates,24.0,54.0,3/4/2020,27,0,5
Philippines,13.0,122.0,3/4/2020,3,1,1
India,21.0,78.0,3/4/2020,28,0,3
Italy,43.0,12.0,3/4/2020,3089,107,276
Sweden,63.0,16.0,3/4/2020,35,0,0
Spain,40.0,-4.0,3/4/2020,222,2,2
Australia,-34.9285,138.6007,3/4/2020,5,0,2
Belgium,50.8333,4.0,3/4/2020,23,0,1
Egypt,26.0,30.0,3/4/2020,2,0,1
Australia,35.4437,139.638,3/4/2020,0,0,0
Lebanon,33.8547,35.8623,3/4/2020,13,0,1
Iraq,33.0,44.0,3/4/2020,35,2,0
Oman,21.0,57.0,3/4/2020,15,0,2
Afghanistan,33.0,65.0,3/4/2020,1,0,0
Bahrain,26.0275,50.55,3/4/2020,52,0,0
Kuwait,29.5,47.75,3/4/2020,56,0,0
Algeria,28.0339,1.6596,3/4/2020,12,0,0
Croatia,45.1,15.2,3/4/2020,10,0,0
Switzerland,46.8182,8.2275,3/4/2020,90,0,3
Austria,47.5162,14.5501,3/4/2020,29,0,0
Israel,31.0,35.0,3/4/2020,15,0,1
Pakistan,30.3753,69.3451,3/4/2020,5,0,0
Brazil,-14.235,-51.9253,3/4/2020,4,0,0
Georgia,42.3154,43.3569,3/4/2020,3,0,0
Greece,39.0742,21.8243,3/4/2020,9,0,0
North Macedonia,41.6086,21.7453,3/4/2020,1,0,0
Norway,60.472,8.4689,3/4/2020,56,0,0
Romania,45.9432,24.9668,3/4/2020,4,0,1
Estonia,58.5953,25.0136,3/4/2020,2,0,0
Netherlands,52.1326,5.2913,3/4/2020,38,0,0
San Marino,43.9424,12.4578,3/4/2020,16,1,0
Belarus,53.7098,27.9534,3/4/2020,6,0,0
Iceland,64.9631,-19.0208,3/4/2020,26,0,0
Lithuania,55.1694,23.8813,3/4/2020,1,0,0
Mexico,23.6345,-102.5528,3/4/2020,5,0,1
New Zealand,-40.9006,174.886,3/4/2020,3,0,0
Nigeria,9.082,8.6753,3/4/2020,1,0,0
Australia,-31.9505,115.8605,3/4/2020,2,1,0
Ireland,53.1424,-7.6921,3/4/2020,6,0,0
Luxembourg,49.8153,6.1296,3/4/2020,1,0,0
Monaco,43.7333,7.4167,3/4/2020,1,0,0
Qatar,25.3548,51.1839,3/4/2020,8,0,0
Ecuador,-1.8312,-78.1834,3/4/2020,10,0,0
Azerbaijan,40.1431,47.5769,3/4/2020,3,0,0
Armenia,40.0691,45.0382,3/4/2020,1,0,0
Dominican Republic,18.7357,-70.1627,3/4/2020,1,0,0
Indonesia,-0.7893,113.9213,3/4/2020,2,0,0
Portugal,39.3999,-8.2245,3/4/2020,5,0,0
Andorra,42.5063,1.5218,3/4/2020,1,0,0
Australia,-41.4545,145.9707,3/4/2020,1,0,0
Latvia,56.8796,24.6032,3/4/2020,1,0,0
Morocco,31.7917,-7.0926,3/4/2020,1,0,0
Saudi Arabia,24.0,45.0,3/4/2020,1,0,0
Senegal,14.4974,-14.4524,3/4/2020,4,0,0
Argentina,-38.4161,-63.6167,3/4/2020,1,0,0
Chile,-35.6751,-71.543,3/4/2020,1,0,0
Jordan,31.24,36.51,3/4/2020,1,0,0
Ukraine,48.3794,31.1656,3/4/2020,1,0,0
Hungary,47.1625,19.5033,3/4/2020,2,0,0
Australia,-12.4634,130.8456,3/4/2020,1,0,0
Liechtenstein,47.14,9.55,3/4/2020,1,0,0
Poland,51.9194,19.1451,3/4/2020,1,0,0
Tunisia,34.0,9.0,3/4/2020,1,0,0
Bosnia and Herzegovina,43.9159,17.6791,3/4/2020,0,0,0
Slovenia,46.1512,14.9955,3/4/2020,0,0,0
South Africa,-30.5595,22.9375,3/4/2020,0,0,0
Bhutan,27.5142,90.4336,3/4/2020,0,0,0
Cameroon,3.8480000000000003,11.5021,3/4/2020,0,0,0
Colombia,4.5709,-74.2973,3/4/2020,0,0,0
Costa Rica,9.7489,-83.7534,3/4/2020,0,0,0
Peru,-9.19,-75.0152,3/4/2020,0,0,0
Serbia,44.0165,21.0059,3/4/2020,0,0,0
Slovakia,48.669,19.699,3/4/2020,0,0,0
Togo,8.6195,0.8248,3/4/2020,0,0,0
French Guiana,3.9339,-53.1258,3/4/2020,0,0,0
Malta,35.9375,14.3754,3/4/2020,0,0,0
Martinique,14.6415,-61.0242,3/4/2020,0,0,0
Bulgaria,42.7339,25.4858,3/4/2020,0,0,0
Maldives,3.2028,73.2207,3/4/2020,0,0,0
Bangladesh,23.685,90.3563,3/4/2020,0,0,0
Paraguay,-23.4425,-58.4438,3/4/2020,0,0,0
Canada,51.2538,-85.3232,3/4/2020,20,0,3
Canada,53.9333,-116.5765,3/4/2020,0,0,0
Canada,52.9399,-73.5491,3/4/2020,1,0,0
Albania,41.1533,20.1683,3/4/2020,0,0,0
Cyprus,35.1264,33.4299,3/4/2020,0,0,0
Brunei,4.5353,114.7277,3/4/2020,0,0,0
United States,47.4009,-121.4905,3/4/2020,0,0,0
United States,42.1657,-74.9481,3/4/2020,0,0,0
United States,36.1162,-119.6816,3/4/2020,0,0,0
United States,42.2302,-71.5301,3/4/2020,0,0,0
United States,35.4437,139.638,3/4/2020,45,0,0
United States,37.6489,-122.6655,3/4/2020,0,0,0
United States,33.0406,-83.6431,3/4/2020,0,0,0
United States,39.0598,-105.3111,3/4/2020,0,0,0
United States,27.7663,-81.6868,3/4/2020,0,0,0
United States,40.2989,-74.521,3/4/2020,0,0,0
United States,44.571999999999996,-122.0709,3/4/2020,0,0,0
United States,31.0545,-97.5635,3/4/2020,0,0,0
United States,40.3495,-88.9861,3/4/2020,0,0,0
United States,40.5908,-77.2098,3/4/2020,0,0,0
United States,42.0115,-93.2105,3/4/2020,0,0,0
United States,39.0639,-76.8021,3/4/2020,0,0,0
United States,35.6301,-79.8064,3/4/2020,0,0,0
United States,33.8569,-80.945,3/4/2020,0,0,0
United States,35.7478,-86.6923,3/4/2020,0,0,0
United States,37.7693,-78.17,3/4/2020,0,0,0
United States,33.7298,-111.4312,3/4/2020,0,0,0
United States,39.8494,-86.2583,3/4/2020,0,0,0
United States,37.6681,-84.6701,3/4/2020,0,0,0
United States,38.8974,-77.0268,3/4/2020,0,0,0
United States,38.3135,-117.0554,3/4/2020,0,0,0
United States,43.4525,-71.5639,3/4/2020,0,0,0
United States,45.6945,-93.9002,3/4/2020,0,0,0
United States,41.1254,-98.2681,3/4/2020,0,0,0
United States,40.3888,-82.7649,3/4/2020,0,0,0
United States,41.6809,-71.5118,3/4/2020,0,0,0
United States,44.2685,-89.6165,3/4/2020,0,0,0
United States,41.5978,-72.7554,3/4/2020,0,0,0
United States,21.0943,-157.4983,3/4/2020,0,0,0
United States,35.5653,-96.9289,3/4/2020,0,0,0
United States,40.15,-111.8624,3/4/2020,0,0,0
Burkina Faso,12.2383,-1.5616,3/4/2020,0,0,0
Holy See,41.9029,12.4534,3/4/2020,0,0,0
Mongolia,46.8625,103.8467,3/4/2020,0,0,0
Panama,8.538,-80.7821,3/4/2020,0,0,0
United States,38.5266,-96.7265,3/4/2020,0,0,0
United States,31.1695,-91.8678,3/4/2020,0,0,0
United States,38.4561,-92.2884,3/4/2020,0,0,0
United States,44.0459,-72.7107,3/4/2020,0,0,0
United States,61.3707,-152.4044,3/4/2020,0,0,0
United States,34.9697,-92.3731,3/4/2020,0,0,0
United States,39.3185,-75.5071,3/4/2020,0,0,0
United States,44.2405,-114.4788,3/4/2020,0,0,0
United States,44.6939,-69.3819,3/4/2020,0,0,0
United States,43.3266,-84.5361,3/4/2020,0,0,0
United States,32.7416,-89.6787,3/4/2020,0,0,0
United States,46.9219,-110.4544,3/4/2020,0,0,0
United States,34.8405,-106.2485,3/4/2020,0,0,0
United States,47.5289,-99.78399999999999,3/4/2020,0,0,0
United States,44.2998,-99.4388,3/4/2020,0,0,0
United States,38.4912,-80.9545,3/4/2020,0,0,0
United States,42.756,-107.3025,3/4/2020,0,0,0
China,30.9756,112.2707,3/4/2020,67332,2871,38557
Iran,32.0,53.0,3/4/2020,2922,92,552
Korea South,36.0,128.0,3/4/2020,5621,35,41
France,46.2276,2.2137,3/4/2020,285,4,12
China,23.3417,113.4244,3/4/2020,1350,7,1133
China,33.882,113.61399999999999,3/4/2020,1272,22,1234
China,29.1832,120.0934,3/4/2020,1213,1,1114
China,27.6104,111.7088,3/4/2020,1018,4,916
China,31.8257,117.2264,3/4/2020,990,6,956
China,27.614,115.7221,3/4/2020,935,1,884
China,36.3427,118.1498,3/4/2020,758,6,516
Cruise Ship,35.4437,139.638,3/4/2020,706,6,10
China,32.9711,119.455,3/4/2020,631,0,577
China,30.0572,107.874,3/4/2020,576,6,502
China,30.6171,102.7103,3/4/2020,538,3,406
China,47.861999999999995,127.7615,3/4/2020,480,13,373
Denmark,56.2639,9.5018,3/4/2020,10,0,0
China,40.1824,116.4142,3/4/2020,418,8,297
China,31.201999999999998,121.4491,3/4/2020,338,3,298
China,39.549,116.1306,3/4/2020,318,6,301
China,26.0789,117.9874,3/4/2020,296,1,270
China,23.8298,108.7881,3/4/2020,252,2,210
China,35.1917,108.8701,3/4/2020,245,1,223
China,24.974,101.48700000000001,3/4/2020,174,2,169
China,19.1959,109.7453,3/4/2020,168,5,158
China,26.8154,106.8748,3/4/2020,146,2,114
China,39.3054,117.323,3/4/2020,136,3,124
China,37.5777,112.2922,3/4/2020,133,0,124
China,37.8099,101.0583,3/4/2020,91,2,87
China,22.3,114.2,3/4/2020,105,2,37
China,41.2956,122.6085,3/4/2020,125,1,106
China,43.6661,126.1923,3/4/2020,93,1,86
Czechia,49.8175,15.472999999999999,3/4/2020,8,0,0
China,41.1129,85.2401,3/4/2020,76,3,69
China,44.0935,113.9448,3/4/2020,75,1,63
China,37.2692,106.1655,3/4/2020,75,0,69
Taiwan*,23.7,121.0,3/4/2020,42,1,12
Vietnam,16.0,108.0,3/4/2020,16,0,16
Russia,60.0,90.0,3/4/2020,3,0,2
China,35.7452,95.9956,3/4/2020,18,0,18
China,22.1667,113.55,3/4/2020,10,0,9
Moldova,47.4116,28.3699,3/4/2020,0,0,0
Bolivia,-16.2902,-63.5887,3/4/2020,0,0,0
Denmark,61.8926,-6.9118,3/4/2020,1,0,0
France,18.0708,-63.0501,3/4/2020,0,0,0
Honduras,15.2,-86.2419,3/4/2020,0,0,0
United Kingdom,49.3723,-2.3644,3/4/2020,0,0,0
Canada,46.5653,-66.4619,3/4/2020,0,0,0
China,31.6927,88.0924,3/4/2020,1,0,1
Congo (Kinshasa),-4.0383,21.7587,3/4/2020,0,0,0
Cote d'Ivoire,7.54,-5.5471,3/4/2020,0,0,0
France,17.9,-62.8333,3/4/2020,3,0,0
Jamaica,18.1096,-77.2975,3/4/2020,0,0,0
Reunion,-21.1151,55.5364,3/4/2020,0,0,0
Turkey,38.9637,35.2433,3/4/2020,0,0,0
United Kingdom,36.1408,-5.3536,3/4/2020,1,0,0
Cuba,22.0,-80.0,3/4/2020,0,0,0
Guyana,5.0,-58.75,3/4/2020,0,0,0
Australia,-35.4735,149.0124,3/4/2020,0,0,0
United Kingdom,55.3781,-3.4360000000000004,3/4/2020,85,0,8
Kazakhstan,48.0196,66.9237,3/4/2020,0,0,0
France,-17.6797,149.4068,3/4/2020,0,0,0
Cayman Islands,19.3133,-81.2546,3/4/2020,0,0,0
Guadeloupe,16.265,-61.551,3/4/2020,0,0,0
Canada,53.7609,-98.8139,3/4/2020,0,0,0
Canada,52.9399,-106.4509,3/4/2020,0,0,0
Ethiopia,9.145,40.4897,3/4/2020,0,0,0
Sudan,12.8628,30.2176,3/4/2020,0,0,0
Guinea,9.9456,-9.6966,3/4/2020,0,0,0
Aruba,12.5211,-69.9683,3/4/2020,0,0,0
Canada,37.6489,-122.6655,3/4/2020,0,0,0
Kenya,-0.0236,37.9062,3/4/2020,0,0,0
Antigua and Barbuda,17.0608,-61.7964,3/4/2020,0,0,0
United States,32.3182,-86.9023,3/4/2020,0,0,0
Thailand,15.0,101.0,3/5/2020,47,1,31
Japan,36.0,138.0,3/5/2020,360,6,43
Singapore,1.2833,103.8333,3/5/2020,117,0,78
Nepal,28.1667,84.25,3/5/2020,1,0,1
Malaysia,2.5,112.5,3/5/2020,50,0,22
Canada,49.2827,-123.1207,3/5/2020,13,0,3
Australia,-33.8688,151.2093,3/5/2020,22,1,4
Australia,-37.8136,144.9631,3/5/2020,10,0,7
Australia,-28.0167,153.4,3/5/2020,13,0,8
Cambodia,11.55,104.9167,3/5/2020,1,0,1
Sri Lanka,7.0,81.0,3/5/2020,1,0,1
Germany,51.0,9.0,3/5/2020,482,0,16
Finland,64.0,26.0,3/5/2020,12,0,1
United Arab Emirates,24.0,54.0,3/5/2020,29,0,5
Philippines,13.0,122.0,3/5/2020,3,1,1
India,21.0,78.0,3/5/2020,30,0,3
Italy,43.0,12.0,3/5/2020,3858,148,414
Sweden,63.0,16.0,3/5/2020,94,0,0
Spain,40.0,-4.0,3/5/2020,259,3,2
Australia,-34.9285,138.6007,3/5/2020,5,0,2
Belgium,50.8333,4.0,3/5/2020,50,0,1
Egypt,26.0,30.0,3/5/2020,3,0,1
Australia,35.4437,139.638,3/5/2020,0,0,0
Lebanon,33.8547,35.8623,3/5/2020,16,0,1
Iraq,33.0,44.0,3/5/2020,35,2,0
Oman,21.0,57.0,3/5/2020,16,0,2
Afghanistan,33.0,65.0,3/5/2020,1,0,0
Bahrain,26.0275,50.55,3/5/2020,55,0,0
Kuwait,29.5,47.75,3/5/2020,58,0,0
Algeria,28.0339,1.6596,3/5/2020,12,0,0
Croatia,45.1,15.2,3/5/2020,10,0,0
Switzerland,46.8182,8.2275,3/5/2020,114,1,3
Austria,47.5162,14.5501,3/5/2020,41,0,0
Israel,31.0,35.0,3/5/2020,20,0,1
Pakistan,30.3753,69.3451,3/5/2020,5,0,0
Brazil,-14.235,-51.9253,3/5/2020,4,0,0
Georgia,42.3154,43.3569,3/5/2020,4,0,0
Greece,39.0742,21.8243,3/5/2020,31,0,0
North Macedonia,41.6086,21.7453,3/5/2020,1,0,0
Norway,60.472,8.4689,3/5/2020,87,0,0
Romania,45.9432,24.9668,3/5/2020,6,0,1
Estonia,58.5953,25.0136,3/5/2020,3,0,0
Netherlands,52.1326,5.2913,3/5/2020,82,0,0
San Marino,43.9424,12.4578,3/5/2020,21,1,0
Belarus,53.7098,27.9534,3/5/2020,6,0,0
Iceland,64.9631,-19.0208,3/5/2020,34,0,0
Lithuania,55.1694,23.8813,3/5/2020,1,0,0
Mexico,23.6345,-102.5528,3/5/2020,5,0,1
New Zealand,-40.9006,174.886,3/5/2020,3,0,0
Nigeria,9.082,8.6753,3/5/2020,1,0,0
Australia,-31.9505,115.8605,3/5/2020,3,1,0
Ireland,53.1424,-7.6921,3/5/2020,6,0,0
Luxembourg,49.8153,6.1296,3/5/2020,1,0,0
Monaco,43.7333,7.4167,3/5/2020,1,0,0
Qatar,25.3548,51.1839,3/5/2020,8,0,0
Ecuador,-1.8312,-78.1834,3/5/2020,13,0,0
Azerbaijan,40.1431,47.5769,3/5/2020,6,0,0
Armenia,40.0691,45.0382,3/5/2020,1,0,0
Dominican Republic,18.7357,-70.1627,3/5/2020,1,0,0
Indonesia,-0.7893,113.9213,3/5/2020,2,0,0
Portugal,39.3999,-8.2245,3/5/2020,8,0,0
Andorra,42.5063,1.5218,3/5/2020,1,0,0
Australia,-41.4545,145.9707,3/5/2020,1,0,0
Latvia,56.8796,24.6032,3/5/2020,1,0,0
Morocco,31.7917,-7.0926,3/5/2020,2,0,0
Saudi Arabia,24.0,45.0,3/5/2020,5,0,0
Senegal,14.4974,-14.4524,3/5/2020,4,0,0
Argentina,-38.4161,-63.6167,3/5/2020,1,0,0
Chile,-35.6751,-71.543,3/5/2020,4,0,0
Jordan,31.24,36.51,3/5/2020,1,0,0
Ukraine,48.3794,31.1656,3/5/2020,1,0,0
Hungary,47.1625,19.5033,3/5/2020,2,0,0
Australia,-12.4634,130.8456,3/5/2020,1,0,0
Liechtenstein,47.14,9.55,3/5/2020,1,0,0
Poland,51.9194,19.1451,3/5/2020,1,0,0
Tunisia,34.0,9.0,3/5/2020,1,0,0
Bosnia and Herzegovina,43.9159,17.6791,3/5/2020,2,0,0
Slovenia,46.1512,14.9955,3/5/2020,2,0,0
South Africa,-30.5595,22.9375,3/5/2020,1,0,0
Bhutan,27.5142,90.4336,3/5/2020,0,0,0
Cameroon,3.8480000000000003,11.5021,3/5/2020,0,0,0
Colombia,4.5709,-74.2973,3/5/2020,0,0,0
Costa Rica,9.7489,-83.7534,3/5/2020,0,0,0
Peru,-9.19,-75.0152,3/5/2020,0,0,0
Serbia,44.0165,21.0059,3/5/2020,0,0,0
Slovakia,48.669,19.699,3/5/2020,0,0,0
Togo,8.6195,0.8248,3/5/2020,0,0,0
French Guiana,3.9339,-53.1258,3/5/2020,0,0,0
Malta,35.9375,14.3754,3/5/2020,0,0,0
Martinique,14.6415,-61.0242,3/5/2020,0,0,0
Bulgaria,42.7339,25.4858,3/5/2020,0,0,0
Maldives,3.2028,73.2207,3/5/2020,0,0,0
Bangladesh,23.685,90.3563,3/5/2020,0,0,0
Paraguay,-23.4425,-58.4438,3/5/2020,0,0,0
Canada,51.2538,-85.3232,3/5/2020,22,0,3
Canada,53.9333,-116.5765,3/5/2020,0,0,0
Canada,52.9399,-73.5491,3/5/2020,2,0,0
Albania,41.1533,20.1683,3/5/2020,0,0,0
Cyprus,35.1264,33.4299,3/5/2020,0,0,0
Brunei,4.5353,114.7277,3/5/2020,0,0,0
United States,47.4009,-121.4905,3/5/2020,0,0,0
United States,42.1657,-74.9481,3/5/2020,0,0,0
United States,36.1162,-119.6816,3/5/2020,0,0,0
United States,42.2302,-71.5301,3/5/2020,0,0,0
United States,35.4437,139.638,3/5/2020,45,0,0
United States,37.6489,-122.6655,3/5/2020,0,0,0
United States,33.0406,-83.6431,3/5/2020,0,0,0
United States,39.0598,-105.3111,3/5/2020,0,0,0
United States,27.7663,-81.6868,3/5/2020,0,0,0
United States,40.2989,-74.521,3/5/2020,0,0,0
United States,44.571999999999996,-122.0709,3/5/2020,0,0,0
United States,31.0545,-97.5635,3/5/2020,0,0,0
United States,40.3495,-88.9861,3/5/2020,0,0,0
United States,40.5908,-77.2098,3/5/2020,0,0,0
United States,42.0115,-93.2105,3/5/2020,0,0,0
United States,39.0639,-76.8021,3/5/2020,0,0,0
United States,35.6301,-79.8064,3/5/2020,0,0,0
United States,33.8569,-80.945,3/5/2020,0,0,0
United States,35.7478,-86.6923,3/5/2020,0,0,0
United States,37.7693,-78.17,3/5/2020,0,0,0
United States,33.7298,-111.4312,3/5/2020,0,0,0
United States,39.8494,-86.2583,3/5/2020,0,0,0
United States,37.6681,-84.6701,3/5/2020,0,0,0
United States,38.8974,-77.0268,3/5/2020,0,0,0
United States,38.3135,-117.0554,3/5/2020,0,0,0
United States,43.4525,-71.5639,3/5/2020,0,0,0
United States,45.6945,-93.9002,3/5/2020,0,0,0
United States,41.1254,-98.2681,3/5/2020,0,0,0
United States,40.3888,-82.7649,3/5/2020,0,0,0
United States,41.6809,-71.5118,3/5/2020,0,0,0
United States,44.2685,-89.6165,3/5/2020,0,0,0
United States,41.5978,-72.7554,3/5/2020,0,0,0
United States,21.0943,-157.4983,3/5/2020,0,0,0
United States,35.5653,-96.9289,3/5/2020,0,0,0
United States,40.15,-111.8624,3/5/2020,0,0,0
Burkina Faso,12.2383,-1.5616,3/5/2020,0,0,0
Holy See,41.9029,12.4534,3/5/2020,0,0,0
Mongolia,46.8625,103.8467,3/5/2020,0,0,0
Panama,8.538,-80.7821,3/5/2020,0,0,0
United States,38.5266,-96.7265,3/5/2020,0,0,0
United States,31.1695,-91.8678,3/5/2020,0,0,0
United States,38.4561,-92.2884,3/5/2020,0,0,0
United States,44.0459,-72.7107,3/5/2020,0,0,0
United States,61.3707,-152.4044,3/5/2020,0,0,0
United States,34.9697,-92.3731,3/5/2020,0,0,0
United States,39.3185,-75.5071,3/5/2020,0,0,0
United States,44.2405,-114.4788,3/5/2020,0,0,0
United States,44.6939,-69.3819,3/5/2020,0,0,0
United States,43.3266,-84.5361,3/5/2020,0,0,0
United States,32.7416,-89.6787,3/5/2020,0,0,0
United States,46.9219,-110.4544,3/5/2020,0,0,0
United States,34.8405,-106.2485,3/5/2020,0,0,0
United States,47.5289,-99.78399999999999,3/5/2020,0,0,0
United States,44.2998,-99.4388,3/5/2020,0,0,0
United States,38.4912,-80.9545,3/5/2020,0,0,0
United States,42.756,-107.3025,3/5/2020,0,0,0
China,30.9756,112.2707,3/5/2020,67466,2902,40592
Iran,32.0,53.0,3/5/2020,3513,107,739
Korea South,36.0,128.0,3/5/2020,6088,35,41
France,46.2276,2.2137,3/5/2020,377,6,12
China,23.3417,113.4244,3/5/2020,1351,7,1181
China,33.882,113.61399999999999,3/5/2020,1272,22,1239
China,29.1832,120.0934,3/5/2020,1215,1,1124
China,27.6104,111.7088,3/5/2020,1018,4,938
China,31.8257,117.2264,3/5/2020,990,6,970
China,27.614,115.7221,3/5/2020,935,1,901
China,36.3427,118.1498,3/5/2020,758,6,578
Cruise Ship,35.4437,139.638,3/5/2020,706,6,10
China,32.9711,119.455,3/5/2020,631,0,583
China,30.0572,107.874,3/5/2020,576,6,512
China,30.6171,102.7103,3/5/2020,539,3,425
China,47.861999999999995,127.7615,3/5/2020,481,13,379
Denmark,56.2639,9.5018,3/5/2020,10,0,0
China,40.1824,116.4142,3/5/2020,418,8,297
China,31.201999999999998,121.4491,3/5/2020,339,3,303
China,39.549,116.1306,3/5/2020,318,6,304
China,26.0789,117.9874,3/5/2020,296,1,277
China,23.8298,108.7881,3/5/2020,252,2,214
China,35.1917,108.8701,3/5/2020,245,1,224
China,24.974,101.48700000000001,3/5/2020,174,2,169
China,19.1959,109.7453,3/5/2020,168,6,158
China,26.8154,106.8748,3/5/2020,146,2,114
China,39.3054,117.323,3/5/2020,136,3,128
China,37.5777,112.2922,3/5/2020,133,0,126
China,37.8099,101.0583,3/5/2020,102,2,87
China,22.3,114.2,3/5/2020,105,2,43
China,41.2956,122.6085,3/5/2020,125,1,106
China,43.6661,126.1923,3/5/2020,93,1,88
Czechia,49.8175,15.472999999999999,3/5/2020,12,0,0
China,41.1129,85.2401,3/5/2020,76,3,70
China,44.0935,113.9448,3/5/2020,75,1,65
China,37.2692,106.1655,3/5/2020,75,0,69
Taiwan*,23.7,121.0,3/5/2020,44,1,12
Vietnam,16.0,108.0,3/5/2020,16,0,16
Russia,60.0,90.0,3/5/2020,4,0,2
China,35.7452,95.9956,3/5/2020,18,0,18
China,22.1667,113.55,3/5/2020,10,0,9
Moldova,47.4116,28.3699,3/5/2020,0,0,0
Bolivia,-16.2902,-63.5887,3/5/2020,0,0,0
Denmark,61.8926,-6.9118,3/5/2020,1,0,0
France,18.0708,-63.0501,3/5/2020,0,0,0
Honduras,15.2,-86.2419,3/5/2020,0,0,0
United Kingdom,49.3723,-2.3644,3/5/2020,0,0,0
Canada,46.5653,-66.4619,3/5/2020,0,0,0
China,31.6927,88.0924,3/5/2020,1,0,1
Congo (Kinshasa),-4.0383,21.7587,3/5/2020,0,0,0
Cote d'Ivoire,7.54,-5.5471,3/5/2020,0,0,0
France,17.9,-62.8333,3/5/2020,3,0,0
Jamaica,18.1096,-77.2975,3/5/2020,0,0,0
Reunion,-21.1151,55.5364,3/5/2020,0,0,0
Turkey,38.9637,35.2433,3/5/2020,0,0,0
United Kingdom,36.1408,-5.3536,3/5/2020,1,0,0
Cuba,22.0,-80.0,3/5/2020,0,0,0
Guyana,5.0,-58.75,3/5/2020,0,0,0
Australia,-35.4735,149.0124,3/5/2020,0,0,0
United Kingdom,55.3781,-3.4360000000000004,3/5/2020,115,1,8
Kazakhstan,48.0196,66.9237,3/5/2020,0,0,0
France,-17.6797,149.4068,3/5/2020,0,0,0
Cayman Islands,19.3133,-81.2546,3/5/2020,0,0,0
Guadeloupe,16.265,-61.551,3/5/2020,0,0,0
Canada,53.7609,-98.8139,3/5/2020,0,0,0
Canada,52.9399,-106.4509,3/5/2020,0,0,0
Ethiopia,9.145,40.4897,3/5/2020,0,0,0
Sudan,12.8628,30.2176,3/5/2020,0,0,0
Guinea,9.9456,-9.6966,3/5/2020,0,0,0
